target_id,primary_tce,secondary_tce,tce_maxmesd_primary,tce_maxmesd_secondary,tce_maxmesd_secondary_new,koi_disposition_primary,koi_disposition_secondary,fpwg_disp_status_primary,fpwg_disp_status_secondary,label_primary,label_secondary
4252226,1,2,4.592,11.86,-4.592,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4252716,2,3,0.2042,0.1875,-0.2042,,,,,NTP,NTP
4252757,2,3,0.9876,0.9468,-0.9876,,,,,NTP,NTP
4253860,2,3,0.81,0.7833,-0.81,,,,,NTP,NTP
4275328,1,2,3.182,4.434,-3.182,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4276114,1,2,1.86,0.6438,-1.86,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4279066,1,3,6.93,-2.65,-6.93,,,,,NTP,NTP
4281068,1,2,0.504,0.5077,-0.504,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4281895,1,2,2.9530000000000003,-2.318,-2.9530000000000003,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4346875,1,2,2.344,1.003,-2.344,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4352168,1,2,4.2639999999999985,5.312,-4.2639999999999985,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4366923,2,3,-66.81,-22.93,66.81,,,,,NTP,NTP
4370956,2,4,0.5531,-0.9969,-0.5531,,,,,NTP,NTP
4372765,1,2,10.49,-2.1180000000000003,-10.49,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4375101,1,2,38.78,12.68,-38.78,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4377638,1,3,0.579,0.4406,-0.579,,,,,NTP,NTP
4381282,1,2,0.5045,0.5833,-0.5045,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4386047,1,2,1.453,0.9375,-1.453,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4390912,1,2,0.3438,0.2094,-0.3438,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4446411,1,2,0.4137,0.4168,-0.4137,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4458172,1,2,0.4042,0.2583,-0.4042,,,,,NTP,NTP
4459068,1,2,-0.3667,-2.064,0.3667,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4466356,1,2,8.169,2.356,-8.169,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4466677,2,3,-3.807,14.24,3.807,CANDIDATE,CANDIDATE,POSSIBLE PLANET,POSSIBLE PLANET,PC,PC
4479633,1,2,0.4751,0.5969,-0.4751,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4481700,1,2,0.3308,0.3321,-0.3308,,,,,NTP,NTP
4482738,1,2,0.4320000000000001,0.2938,-0.4320000000000001,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4484271,1,3,0.2844,0.1645,-0.2844,,,,,NTP,NTP
4488840,1,2,1.477,1.389,-1.477,,,,,NTP,NTP
4489829,1,2,0.7066,0.7279,-0.7066,,,,,NTP,NTP
4540632,1,2,13.12,17.75,-13.12,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4544571,1,2,1.4380000000000002,1.295,-1.4380000000000002,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4544572,1,2,1.429,1.339,-1.429,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4544620,1,2,1.431,0.335,-1.431,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4544623,1,2,1.4269999999999998,1.317,-1.4269999999999998,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4547480,1,2,2.213,1.521,-2.213,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4551328,1,2,0.615,0.6879,-0.615,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4565985,1,2,10.95,7.383999999999999,-10.95,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4566740,1,2,2.847,1.3969999999999998,-2.847,,,,,NTP,NTP
4569590,1,5,-2.268,23.16,2.268,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4569590,6,7,-2.234,22.1,2.234,,,,,NTP,NTP
4570949,1,2,0.775,0.1938,-0.775,CONFIRMED,,NOT EXAMINED,,PC,NTP
4579313,1,2,1.0590000000000002,0.6094,-1.0590000000000002,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4579321,1,2,1.056,1.503,-1.056,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4579598,1,2,0.4344,0.5632,-0.4344,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4579651,1,2,1.4780000000000002,1.485,-1.4780000000000002,,,,,NTP,NTP
4586468,1,2,-116.8,-2.255,116.8,,,,,NTP,NTP
4586482,1,2,-116.8,2.057,116.8,,FALSE POSITIVE,,CERTIFIED FP,NTP,AFP
4633434,1,2,10.77,-1.219,-10.77,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4634135,1,2,29.38,17.35,-29.38,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4641555,1,2,0.475,0.2813,-0.475,,,,,NTP,NTP
4645833,1,2,0.3719,-0.1656,-0.3719,,FALSE POSITIVE,,CERTIFIED FP,NTP,AFP
4649305,1,2,0.3563,1.117,-0.3563,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4649440,1,2,12.42,10.92,-12.42,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4649476,1,3,0.9379,0.865,-0.9379,,,,,NTP,NTP
4658336,1,2,0.5449,0.5245,-0.5449,,,,,NTP,NTP
4659405,1,2,2.293,-0.4063,-2.293,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4661634,1,2,-16.95,24.78,16.95,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4661660,3,4,0.1813,0.1719,-0.1813,,,,,NTP,NTP
4666008,1,2,1.123,1.6769999999999998,-1.123,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4667989,2,5,1.4069999999999998,1.383,-1.4069999999999998,,,,,NTP,NTP
4679769,1,2,0.4972,0.4964,-0.4972,,,,,NTP,NTP
4681152,1,2,0.9263,0.2604,-0.9263,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4736208,1,2,42.1,1.894,-42.1,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4736562,2,3,0.3531,0.2611,-0.3531,,,,,NTP,NTP
4737302,1,2,4.666,1.083,-4.666,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4737595,1,3,2.091,-3.1060000000000003,-2.091,,,,,NTP,NTP
4739194,1,2,0.6198,0.3358,-0.6198,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4740676,1,2,1.73,0.5721,-1.73,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4743508,1,2,1.017,-0.2563,-1.017,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4743513,1,2,1.042,0.3031,-1.042,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4751083,1,2,2.303,2.657,-2.303,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4752451,1,3,3.2060000000000004,0.5313,-3.2060000000000004,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4753561,1,2,2.725,2.507,-2.725,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4753988,1,2,3.625,-0.8229,-3.625,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4764523,1,2,1.841,3.174,-1.841,,,,,NTP,NTP
4768668,1,2,0.2231,0.2333,-0.2231,,,,,NTP,NTP
4768846,1,2,0.6194,-0.2132,-0.6194,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4773155,1,2,17.41,9.356,-17.41,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4774208,2,3,0.4323,0.269,-0.4323,,,,,NTP,NTP
4820642,1,2,-0.2366,-0.2335,0.2366,,,,,NTP,NTP
4824268,1,2,79.37,4.959,-79.37,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4826257,1,2,4.632,-6.813,-4.632,,,,,NTP,NTP
4833135,3,6,11.01,-54.28,-11.01,,,,,NTP,NTP
4839508,1,2,0.5108,0.5142,-0.5108,,,,,NTP,NTP
4840513,1,2,1.192,0.9792,-1.192,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4843592,1,2,0.4827,0.175,-0.4827,,FALSE POSITIVE,,CERTIFIED FP,NTP,AFP
4844004,1,2,0.7906,0.2531,-0.7906,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4847371,1,2,0.1802,0.1813,-0.1802,,,,,NTP,NTP
4847782,1,2,14.2,2.813,-14.2,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4847832,1,2,14.22,14.74,-14.22,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4847843,1,2,16.73,5.502999999999999,-16.73,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4851464,1,2,2.779,-0.6879,-2.779,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4856630,1,2,0.7135,0.7109,-0.7135,,,,,NTP,NTP
4859557,1,2,0.3042,0.3681,-0.3042,,,,,NTP,NTP
4860932,1,2,-3.0380000000000003,8.068,3.0380000000000003,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4861527,1,2,17.41,0.3875,-17.41,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4861736,1,2,3.145,-1.394,-3.145,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4862625,1,2,7.853,4.216,-7.853,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4862625,3,5,405.1,0.6334,-405.1,CANDIDATE,,POSSIBLE PLANET,,PC,NTP
4863614,1,5,0.4583,0.4705,-0.4583,,,,,NTP,NTP
4909697,1,2,0.2917,0.2888,-0.2917,,,,,NTP,NTP
4912991,1,2,2.602,-0.7019,-2.602,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4914709,1,2,6.287000000000001,-2.15,-6.287000000000001,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4914737,1,2,2.363,2.356,-2.363,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4919818,1,2,0.4,0.4023,-0.4,,,,,NTP,NTP
4920125,1,3,0.4375,0.2167,-0.4375,,,,,NTP,NTP
4927315,1,2,4.044,2.257,-4.044,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4929299,1,2,0.4312,0.3375,-0.4312,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4930578,1,2,2.718,2.337,-2.718,,,,,NTP,NTP
4931073,1,2,6.6610000000000005,7.43,-6.6610000000000005,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4932348,1,2,-8.759,-9.236,8.759,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4932691,1,2,4.795,10.36,-4.795,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4935813,1,3,0.9672,0.9901,-0.9672,,,,,NTP,NTP
4935914,1,2,1.743,0.8292,-1.743,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4936990,1,2,5.152,2.146,-5.152,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4937143,1,2,6.246,0.5108,-6.246,,FALSE POSITIVE,,CERTIFIED FP,NTP,AFP
4937435,1,2,0.2714,0.25,-0.2714,,,,,NTP,NTP
4940438,1,2,-0.2,-1.744,0.2,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4946584,1,2,0.4579,-0.1673,-0.4579,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4946680,1,2,3.692,-1.213,-3.692,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4946956,1,2,0.4938,0.7621,-0.4938,,,,,NTP,NTP
4947726,1,2,2.615,0.3021,-2.615,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4948730,1,2,11.3,-0.6266,-11.3,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4948863,1,2,4.3439999999999985,5.131,-4.3439999999999985,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4949187,1,2,2.906,5.4289999999999985,-2.906,,,,,NTP,NTP
4990977,1,2,1.324,1.491,-1.324,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
4995953,1,5,1.943,1.826,-1.943,,,,,NTP,NTP
5000179,1,3,-0.888,1.088,0.888,FALSE POSITIVE,,CERTIFIED FA,,NTP,NTP
5003117,1,2,16.61,4.945,-16.61,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5009189,1,2,3.011,0.1875,-3.011,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5014753,1,2,1.587,-0.6458,-1.587,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5018787,1,2,0.3072,-0.1469,-0.3072,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5019234,1,2,0.2844,0.3982,-0.2844,,,,,NTP,NTP
5021174,1,2,2.021,-0.2708,-2.021,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5021176,1,2,2.026,0.3,-2.026,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5021737,1,2,8.106,6.069,-8.106,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5022440,1,2,1.847,0.8406,-1.847,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5023338,1,3,0.3959,0.2406,-0.3959,,,,,NTP,NTP
5024126,1,2,0.4031,0.1902,-0.4031,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5024138,1,2,0.4125,0.2184,-0.4125,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5024177,1,2,0.3958,0.5184,-0.3958,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5025217,1,2,0.9021,0.3678,-0.9021,FALSE POSITIVE,,CERTIFIED FA,,NTP,NTP
5025294,1,2,2.046,-0.625,-2.046,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5034333,1,2,1.5530000000000002,4.072,-1.5530000000000002,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5035972,1,2,-8.31,14.81,8.31,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5036037,1,2,0.2696,0.3813,-0.2696,,,,,NTP,NTP
5036966,1,2,39.38,40.97,-39.38,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5037568,1,3,2.206,1.894,-2.206,,,,,NTP,NTP
5077629,1,2,3.953,3.713,-3.953,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5078025,1,2,0.3421,0.1594,-0.3421,FALSE POSITIVE,FALSE POSITIVE,CERTIFIED FP,CERTIFIED FP,AFP,AFP
5078879,1,2,0.5344,-0.1906,-0.5344,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5078939,1,2,0.975,-0.225,-0.975,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5088308,2,3,0.5375,0.5819,-0.5375,,,,,NTP,NTP
5091614,1,2,12.51,6.5120000000000005,-12.51,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5095269,1,2,0.5063,6.266,-0.5063,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5097278,1,2,0.3094,0.1813,-0.3094,,,,,NTP,NTP
5098444,1,2,17.41,-2.261,-17.41,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5103942,1,2,5.003,0.2125,-5.003,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5114623,1,2,25.95,26.03,-25.95,,,,,NTP,NTP
5114623,4,5,25.95,-51.9,-25.95,,,,,NTP,NTP
5114623,7,9,-25.92,53.7,25.92,,,,,NTP,NTP
5115178,1,2,4.713,9.235,-4.713,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5119143,1,2,0.2219,0.2229,-0.2219,,,,,NTP,NTP
5120793,2,3,0.2333,0.2281,-0.2333,,,,,NTP,NTP
5122112,1,2,1.5490000000000002,1.378,-1.5490000000000002,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5125196,1,4,-15.54,-23.51,15.54,,,,,NTP,NTP
5125196,2,3,62.21,15.54,-62.21,,,,,NTP,NTP
5130369,1,2,9.222,12.05,-9.222,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5130380,1,2,9.202,12.49,-9.202,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5130983,1,2,56.0,-19.23,-56.0,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5174920,1,2,0.5009,0.4752,-0.5009,,FALSE POSITIVE,,CERTIFIED FA,NTP,NTP
5181455,1,2,2.792,1.711,-2.792,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5181804,1,2,2.269,-0.325,-2.269,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5193077,1,2,14.4,4.168,-14.4,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5193384,1,2,10.6,2.1590000000000003,-10.6,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5193386,1,2,10.6,2.329,-10.6,,FALSE POSITIVE,,CERTIFIED FP,NTP,AFP
5193400,1,2,10.51,9.304,-10.51,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5194220,1,2,0.3827,0.4917,-0.3827,,,,,NTP,NTP
5199426,1,2,-0.579,4.203,0.579,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5201593,3,4,4.0680000000000005,-0.5063,-4.0680000000000005,,,,,NTP,NTP
5206233,1,2,3.138,1.788,-3.138,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5212696,2,3,0.325,0.1721,-0.325,,,,,NTP,NTP
5215465,1,2,2.5540000000000003,1.594,-2.5540000000000003,,,,,NTP,NTP
5215508,1,2,1.155,1.33,-1.155,,,,,NTP,NTP
5216727,1,2,0.7629,0.588,-0.7629,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5217733,1,2,27.66,-10.53,-27.66,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5218014,1,2,3.9,4.089,-3.9,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5218441,1,2,1.812,0.8582,-1.812,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5254230,1,2,3.468,-0.8063,-3.468,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5254896,2,5,0.7626,0.85,-0.7626,,,,,NTP,NTP
5255552,1,2,18.1,1.9,-18.1,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5264304,1,2,87.84,-21.24,-87.84,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5270698,1,2,1.989,0.9399,-1.989,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5271224,3,4,2.738,21.18,-2.738,,,,,NTP,NTP
5273473,1,2,0.4719,0.5988,-0.4719,,,,,NTP,NTP
5281619,1,2,2.547,1.821,-2.547,,,,,NTP,NTP
5282049,1,2,2.954,1.859,-2.954,FALSE POSITIVE,FALSE POSITIVE,CERTIFIED FP,CERTIFIED FP,AFP,AFP
5282477,1,2,0.4959,0.6281,-0.4959,,FALSE POSITIVE,,CERTIFIED FP,NTP,AFP
5286786,1,2,5.199,-1.536,-5.199,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5287619,1,2,0.2875,0.2802,-0.2875,,,,,NTP,NTP
5287983,1,2,1.254,-0.3594,-1.254,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5298620,1,2,4.8580000000000005,4.373,-4.8580000000000005,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5300451,1,2,0.3094,0.411,-0.3094,,,,,NTP,NTP
5301101,2,3,0.2833,0.2829,-0.2833,,,,,NTP,NTP
5301474,1,3,1.253,1.986,-1.253,,,,,NTP,NTP
5303346,1,2,18.36,11.36,-18.36,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5304634,3,5,20.84,-18.9,-20.84,,,,,NTP,NTP
5305404,1,2,27.69,-19.7,-27.69,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5305451,1,2,27.62,54.84,-27.62,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5305471,1,2,27.69,120.3,-27.69,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5305553,1,2,0.2792,0.4009,-0.2792,,,,,NTP,NTP
5306383,1,2,0.4125,-0.1688,-0.4125,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5306862,1,2,1.015,-0.4836,-1.015,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5308419,1,2,0.625,0.4270000000000001,-0.625,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5309353,1,2,0.6826,0.8208,-0.6826,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5342558,1,4,65.87,198.2,-65.87,,,,,NTP,NTP
5343976,1,2,2.165,1.87,-2.165,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5350447,1,2,29.52,-16.1,-29.52,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5350598,1,3,0.7414,0.725,-0.7414,,,,,NTP,NTP
5356593,1,2,20.27,-11.01,-20.27,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5357470,1,2,0.575,1.388,-0.575,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5360082,1,2,5.674,4.816,-5.674,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5360974,1,2,-5.0680000000000005,5.803,5.0680000000000005,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5370023,1,2,3.314,4.237,-3.314,,,,,NTP,NTP
5370302,1,2,1.948,0.6938,-1.948,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5370431,4,8,7.05,9.388,-7.05,,,,,NTP,NTP
5372966,1,2,4.7810000000000015,2.852,-4.7810000000000015,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5373377,1,2,0.6675,0.6641,-0.6675,,,,,NTP,NTP
5376836,1,2,1.742,2.431,-1.742,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5385139,1,2,4.752,3.61,-4.752,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5385150,1,2,5.072,2.738,-5.072,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5385269,1,2,4.879,2.173,-4.879,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5385410,2,3,4.873,-2.084,-4.873,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5385439,1,2,4.743,1.798,-4.743,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5385471,1,2,4.927,3.787,-4.927,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5385491,1,2,4.83,2.507,-4.83,,FALSE POSITIVE,,CERTIFIED FP,NTP,AFP
5385509,1,2,4.933,2.786,-4.933,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5385548,1,2,4.838,1.676,-4.838,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5385566,1,2,4.94,3.63,-4.94,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5385575,1,2,4.865,-2.282,-4.865,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5385667,1,2,4.837,1.989,-4.837,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5385697,1,2,4.899,-1.601,-4.899,FALSE POSITIVE,FALSE POSITIVE,CERTIFIED FP,CERTIFIED FP,AFP,AFP
5385754,1,2,0.8718,0.8808,-0.8718,,,,,NTP,NTP
5385773,1,2,4.879,6.1160000000000005,-4.879,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5385778,1,3,4.94,-2.765,-4.94,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5385792,1,3,0.6334,6.367000000000001,-0.6334,,,,,NTP,NTP
5385838,1,2,5.437,8.01,-5.437,,,,,NTP,NTP
5386163,1,2,4.686,3.835,-4.686,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5386264,1,2,7.445,-2.438,-7.445,,FALSE POSITIVE,,CERTIFIED FP,NTP,AFP
5389030,1,2,0.2815,0.1594,-0.2815,,,,,NTP,NTP
5389632,1,2,0.4653,0.3938,-0.4653,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5389856,1,2,0.3975,0.3958,-0.3975,,,,,NTP,NTP
5390342,1,2,0.5479999999999999,0.7293,-0.5479999999999999,,,,,NTP,NTP
5392871,1,2,9.583,5.34,-9.583,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5393558,1,2,4.957,-0.4495,-4.957,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5396122,1,2,7.166,-2.863,-7.166,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5443604,1,3,4.388,-1.975,-4.388,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5444549,1,2,21.97,21.85,-21.97,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5446068,2,3,0.225,0.2248,-0.225,,,,,NTP,NTP
5450814,1,2,3.128,1.344,-3.128,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5456023,1,2,63.6,66.27,-63.6,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5456023,6,7,1.846,1.846,-1.846,,,,,NTP,NTP
5456359,1,2,2.861,1.635,-2.861,,,,,NTP,NTP
5460835,1,2,12.98,-4.232,-12.98,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5462901,1,2,2.636,3.658,-2.636,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5467102,1,2,1.415,0.7356,-1.415,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5467126,1,2,1.409,0.6403,-1.409,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5471010,1,2,4.837,-1.58,-4.837,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5471059,1,2,1.856,1.699,-1.856,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5471059,3,4,4.973,2.983,-4.973,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5471068,1,2,4.8660000000000005,1.696,-4.8660000000000005,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5471158,1,2,4.823,-2.261,-4.823,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5471192,1,2,4.8039999999999985,1.846,-4.8039999999999985,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5471202,1,2,4.79,-2.207,-4.79,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5471217,1,2,4.769,3.079,-4.769,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5471271,1,2,4.845,1.975,-4.845,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5471289,1,2,4.933,-1.628,-4.933,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5471415,1,2,4.852,3.848,-4.852,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5471480,1,2,4.782,4.073,-4.782,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5471489,1,2,4.931,3.63,-4.931,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5471496,1,2,4.899,2.03,-4.899,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5471688,1,2,4.83,-2.105,-4.83,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
5471690,1,2,4.803,2.295,-4.803,,FALSE POSITIVE,,CERTIFIED FP,NTP,AFP
5471769,1,2,4.886,4.005,-4.886,FALSE POSITIVE,,CERTIFIED FP,,AFP,NTP
