target_id,tce_plnt_num,tce_rogue_flag,tce_datalink_dvs,tce_datalink_dvr,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_ror,tce_ror_err,tce_dor,tce_dor_err,tce_incl,tce_incl_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_ingress,tce_ingress_err,transit_depth,tce_depth_err,tce_eccen,tce_eccen_err,tce_longp,tce_longp_err,tce_num_transits,tce_model_snr,tce_robstat,tce_prad,tce_prad_err,tce_sma,tce_sma_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_nkoi,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_smet,tce_smet_err,tce_sradius,tce_sradius_err,wst_robstat,wst_depth,tce_maxmes,tce_maxmesd,tce_max_sngle_ev,tce_max_mult_ev,tce_bin_oedp_stat,tce_albedo,tce_albedo_err,tce_ptemp,tce_ptemp_err,tce_albedo_stat,tce_ptemp_stat,boot_fap,tce_cap_stat,tce_hap_stat,tce_rb_tcount0,tce_fwm_stat,tce_fwm_srao,tce_fwm_srao_err,tce_fwm_sdeco,tce_fwm_sdeco_err,tce_fwm_prao,tce_fwm_prao_err,tce_fwm_pdeco,tce_fwm_pdeco_err,tce_dicco_msky,tce_dicco_msky_err,tce_dikco_msky,tce_dikco_msky_err,mag,tce_steff_err1,tce_steff_err2,tce_slogg_err1,tce_slogg_err2,tce_smet_err1,tce_smet_err2,tce_sradius_err1,tce_sradius_err2,tce_smass,tce_smass_err1,tce_smass_err2,tce_sdens,tce_sdens_err1,tce_dens_serr2,ra,dec,kepoi_name,kepler_name,koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_comment,koi_period,koi_time0bk,koi_eccen,koi_impact,koi_duration,koi_ingress,koi_depth,koi_ror,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_datalink_dvr,koi_datalink_dvs,fpwg_disp_status,fpwg_disp_source,fpwg_disp_eb,fpwg_disp_offst,fpwg_disp_perep,fpwg_disp_other,label,wst_depth_original,tce_maxmes_original,tce_albedo_original,tce_ptemp_original,tce_albedo_stat_original,tce_ptemp_stat_original,tceid
5553624,2,0,005/005553/005553624/dv/kplr005553624-002-20160209194854_dvs.pdf,005/005553/005553624/dv/kplr005553624-20160209194854_dvr.pdf,25.7619,-1.0,150.563,-1.0,0.46073309,-1.0,95.605988,-1.0,89.94,-1.0,0.1,-1.0,3.0,-1.0,0.9546,-1.0,257600.0,0.0,0,-1,0,-1,0,-1.0,11060.0,51.63,-1.0,0.1679,-1.0,604.0,-1.0,31.55,-1.0,1,5538,83,4.393,0.1,0.21,0.15,1.436,0.145,155.9,454000.0,21190.0,-10.85,2425.0,12420.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,1229.0,475.4,52,2459.6,-0.04915,0.00105,0.1183,0.000926,-0.0178,0.0232,0.007606,0.0306,0.023661,0.0668,0.062382,0.0673,14.231,74.0,-83.0,0.105,-0.105,0.15,-0.15,0.145,-0.105,0.95,0.057,-0.046,1.235,0.4627,-0.3966,296.98712,40.77536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NTP,3560.0,515.7,0.0,0.0,0.0,0.0,5553624-2
7707736,2,0,007/007707/007707736/dv/kplr007707736-002-20160209194854_dvs.pdf,007/007707/007707736/dv/kplr007707736-20160209194854_dvr.pdf,1.5167,-1.0,131.867,-1.0,0.17073219,-1.0,6.7921167,-1.0,89.16,-1.0,0.1,-1.0,2.0,-1.0,0.296,-1.0,35040.0,-1.0,0,-1,0,-1,881,-1.0,413.7,14.59,-1.0,0.02459,-1.0,1400.0,-1.0,911.86,-1.0,1,5644,169,4.586,0.14,-0.32,0.3,1.092,0.182,9.651,8436.0,303.9,-0.7539,105.2,604.5,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-271.7,274.7,833,0.0,27.97,0.0445,33.36,0.0434,0.0,-1.0,-0.2124,0.000403,5.7486,0.244,6.4711,0.12,15.617,169.0,-152.0,0.036,-0.144,0.3,-0.3,0.182,-0.061,0.875,0.088,-0.097,2.565,0.4903,-1.104,298.89764,43.394459,K06909.01,,FALSE POSITIVE,0.0,1.0,0.0,0.0,1.0,LPP_ALT---SAME_NTL_PERIOD---CENT_NOFITS---EPHEM_MATCH,0.758355704,131.863972,0.0,0.846,4.4135,,9568.3,0.102661,8.78,0.0155,50.44,1765.0,2292.94,1.3286,105.1636,604.4801,153.3,1.0,881.0,2.0,q1_q17_dr25_tce,007/007707/007707736/dv/kplr007707736-20160209194854_dvr.pdf,007/007707/007707736/dv/kplr007707736-002-20160209194854_dvs.pdf,CERTIFIED FP,0.0,0.0,1.0,1.0,0.0,AFP,141.1,15.8,0.0,0.0,0.0,0.0,7707736-2
8552540,1,0,008/008552/008552540/dv/kplr008552540-001-20160209194854_dvs.pdf,008/008552/008552540/dv/kplr008552540-20160209194854_dvr.pdf,1.06194,-1.0,131.719,-1.0,0.078222762,-1.0,3.5409639,-1.0,88.38,-1.0,0.1,-1.0,2.5,-1.0,0.1878,-1.0,464800.0,0.0,0,-1,0,-1,0,-1.0,5436.0,8.459,-1.0,0.02027,-1.0,1840.0,-1.0,2686.41,-1.0,1,5947,163,4.439,0.2,-0.14,0.3,1.541,0.288,3480.0,200400.0,3934.0,0.5365,478.6,5892.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,1135,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.55598,0.461,1.569,0.525,10.292,148.0,-163.0,0.084,-0.196,0.3,-0.3,0.288,-0.123,0.983,0.134,-0.122,1.423,0.5241,-0.7415,288.89041,44.61702,K07054.01,,FALSE POSITIVE,0.0,0.0,1.0,0.0,0.0,LPP_DV---CENT_SATURATED,0.530967171,131.725385,0.0,0.84,3.8102,,378390.0,0.852795,92.29,0.0128,67.68,2312.0,6728.14,2.212,478.642,5892.1704,671.9,1.0,0.0,1.0,q1_q17_dr25_tce,008/008552/008552540/dv/kplr008552540-20160209194854_dvr.pdf,008/008552/008552540/dv/kplr008552540-001-20160209194854_dvs.pdf,CERTIFIED FP,1.0,1.0,0.0,0.0,0.0,AFP,200400.0,3934.0,0.0,0.0,0.0,0.0,8552540-1
8572936,1,0,008/008572/008572936/dv/kplr008572936-001-20160209194854_dvs.pdf,008/008572/008572936/dv/kplr008572936-20160209194854_dvr.pdf,27.7957,-1.0,136.18,-1.0,0.47329745,-1.0,34.690959,-1.0,89.83,-1.0,0.1,-1.0,9.0,-1.0,2.917,-1.0,439900.0,0.0,0,-1,0,-1,0,-1.0,16730.0,58.36,-1.0,0.1792,-1.0,655.0,-1.0,43.6,-1.0,1,5913,117,4.329,0.06,-0.06,0.15,1.869,0.081,8431.0,168800.0,10660.0,10.55,3533.0,19000.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,745.3,535.6,46,0.0,-0.1339,0.000597,-0.1141,0.000648,0.1099,0.0516,0.0,-1.0,0.092207,0.067,0.046555,0.0676,14.875,105.0,-117.0,0.055,-0.045,0.15,-0.15,0.073,-0.081,0.992,0.078,-0.071,0.9695,0.2045,-0.155,296.43582,44.64156,K02459.01,,FALSE POSITIVE,0.0,0.0,1.0,0.0,0.0,MOD_SEC_ALT---MOD_ODDEVEN_ALT---HAS_SEC_TCE---CENT_NOFITS,27.795762425,136.179877,0.0,0.483,15.5056,,420330.0,0.66033,81.48,0.1793,88.73,655.0,43.51,21.7779,3532.5493,19001.273,1969.5,1.0,0.0,1.0,q1_q17_dr25_tce,008/008572/008572936/dv/kplr008572936-20160209194854_dvr.pdf,008/008572/008572936/dv/kplr008572936-001-20160209194854_dvs.pdf,CERTIFIED FP,1.0,1.0,0.0,0.0,0.0,AFP,168800.0,10660.0,0.0,0.0,0.0,0.0,8572936-1
10470309,1,0,010/010470/010470309/dv/kplr010470309-001-20160209194854_dvs.pdf,010/010470/010470309/dv/kplr010470309-20160209194854_dvr.pdf,0.741154,2.27562e-05,132.002,0.00860567,0.0021660537,0.0010635651,1.3745081,1.632885,68.07,191.4,0.5134,3.65,4.196,0.2989,0.01515,0.08397,5.225,1.38,0,0,0,0,1813,4.576,10.63,0.3163,0.1693,0.01688,0.003029,2530.0,179.0,9741.44,2759.9,0,6456,176,4.252,0.14,-0.16,0.3,1.284,0.285,8.697,12.38,8.818,0.3714,3.757,8.563,0.0004643,19.4,19.87,8220.03,2047.25,0.9261,2.767,7.1241e-12,-0.3826,1.688,1597,4.4013,-2.409,4.75,-1.978,1.79,-8.946e-06,2.48e-05,1.014e-05,9.37e-06,1.1345,0.339,13.28,0.275,12.719,144.0,-176.0,0.13,-0.143,0.25,-0.3,0.285,-0.233,1.166,0.159,-0.159,0.686,0.4291,-0.2847,291.85522,47.696991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NTP,12.38,8.818,19.4,8220.03,0.9261,2.767,10470309-1
3660392,5,0,003/003660/003660392/dv/kplr003660392-005-20160209194854_dvs.pdf,003/003660/003660392/dv/kplr003660392-20160209194854_dvr.pdf,13.763,0.000410591,138.762,0.0202437,0.013648537,0.014525144,13.846563,81.32451,87.17,35.77,0.6847,4.612,5.685,1.639,0.1426,1.842,194.9,30.4,0,0,0,0,10,8.58,8.435,5.838,6.645,0.1333,0.05256,1570.0,254.0,1427.03,924.88,0,6531,198,3.473,0.38,-0.44,0.4,2.844,1.581,3.4,136.2,4.433,9.553,5.006,8.429,0.06695,39.03,87.08,6056.51,3242.99,0.4367,1.38,1.5951e-20,0.7833,-3.775,10,6.8767,0.2311,0.313,-0.3449,0.327,-4.501e-05,6.33e-05,7.454e-05,6.72e-05,1.1121,1.06,1.0361,1.02,12.53,178.0,-198.0,0.376,-0.094,0.4,-0.3,0.565,-1.581,1.666,0.19,-0.443,0.03896,0.1239,-0.01181,295.1011,38.719959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NTP,136.2,4.433,39.03,6056.51,0.4367,1.38,3660392-5
11190969,1,0,011/011190/011190969/dv/kplr011190969-001-20160209194854_dvs.pdf,011/011190/011190969/dv/kplr011190969-20160209194854_dvr.pdf,471.387,0.00539976,139.044,0.0105921,0.017758643,0.05895595,710.71078,10577.623,89.96,2.462,0.4898,23.25,4.52,2.948,0.1032,3.426,360.8,109.4,0,0,0,0,4,3.422,6.991,1.072,3.558,0.979,0.05207,164.0,5.92,0.17,0.02,0,4941,148,4.703,0.05,-1.4,0.3,0.553,0.033,2.763,430.5,7.736,187.5,12.1,13.88,25.96,197700.0,1314000.0,5340.89,8878.78,0.1504,0.5831,6.4632e-11,0.7252,0.5989,3,2.3886,0.6994,0.736,-0.9637,1.49,-0.0002375,0.000282,0.0002875,0.000555,0.58862,0.172,0.4566,0.179,12.814,148.0,-148.0,0.046,-0.025,0.3,-0.3,0.026,-0.033,0.562,0.037,-0.017,4.687,0.8484,-0.4923,292.13971,48.874352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NTP,430.5,7.736,197700.0,5340.89,0.1504,0.5831,11190969-1
11551404,5,0,011/011551/011551404/dv/kplr011551404-005-20160209194854_dvs.pdf,011/011551/011551404/dv/kplr011551404-20160209194854_dvr.pdf,365.723,0.00448875,220.299,0.00850828,0.024107008,0.021839522,345.02821,1168.1675,89.92,1.148,0.4926,5.243,7.27,1.535,0.2243,1.727,676.9,172.0,0,0,0,0,4,5.996,6.93,11.78,12.65,0.9429,0.4502,478.0,82.8,12.37,8.57,0,4968,138,3.058,0.37,-0.52,0.3,2.673,2.585,5.91,932.1,8.334,74.47,12.54,12.53,4.836,3287.0,6398.0,5598.66,2556.01,0.5135,2.002,-1.0,2.731,3.569,4,5.3205,0.6466,0.251,-0.03953,0.239,-0.0002486,0.000321,0.0001273,0.00045,0.40015,0.173,0.57812,0.133,11.105,138.0,-100.0,0.368,-0.301,0.3,-0.2,2.585,-1.392,0.836,0.366,-0.019,0.01312,0.02956,-0.009241,287.39877,49.510071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NTP,932.1,8.334,3287.0,5598.66,0.5135,2.002,11551404-5
8416152,1,0,008/008416/008416152/dv/kplr008416152-001-20160209194854_dvs.pdf,008/008416/008416152/dv/kplr008416152-20160209194854_dvr.pdf,0.990458,1.61108e-05,132.01,0.00620827,0.0060512795,0.0062546176,1.4977694,3.7496126,66.24,264.7,0.6035,4.822,4.749,0.4206,0.0515,0.5215,40.28,5.572,0,0,0,0,1359,8.091,9.414,0.385,0.3998,0.01685,0.00143,1350.0,57.9,774.26,133.25,0,5185,156,4.72,0.07,-1.04,0.3,0.849,0.059,5.914,31.5,5.721,0.47,4.186,9.149,1.471e-05,33.22,69.11,4992.59,2596.66,0.4662,1.404,1.5103e-15,5.303,3.821,1297,14.876,4.035,1.57,-1.312,1.5,-0.0001617,6.34e-05,5.869e-05,6.04e-05,0.58772,0.734,0.70206,0.687,15.334,156.0,-156.0,0.018,-0.067,0.3,-0.3,0.059,-0.025,0.652,0.042,-0.042,4.628,0.4176,-0.9946,285.19473,44.46249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NTP,31.5,5.721,33.22,4992.59,0.4662,1.404,8416152-1
11454602,4,0,011/011454/011454602/dv/kplr011454602-004-20160209194854_dvs.pdf,011/011454/011454602/dv/kplr011454602-20160209194854_dvr.pdf,12.1762,0.000156489,131.556,0.0111731,0.01834576,0.026420103,57.083152,348.48618,89.33,9.364,0.6717,5.23,1.247,0.373,0.04037,0.5632,353.0,71.05,0,0,0,0,9,16.08,17.1,2.13,3.129,0.1053,0.02606,824.0,80.1,109.25,42.45,0,5872,191,4.405,0.2,0.12,0.3,1.129,0.307,13.15,394.8,13.15,2.247,12.35,17.63,0.1449,530.6,1542.0,6117.37,4414.63,0.3434,1.199,-1.0,1.18,0.2662,9,4.056,0.515,0.494,-0.3792,0.524,-0.0002341,0.000184,0.0001207,0.000206,1.7919,1.17,1.7327,0.932,14.015,156.0,-191.0,0.087,-0.203,0.25,-0.3,0.307,-0.141,1.051,0.122,-0.136,1.228,0.542,-0.601,291.52228,49.314999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NTP,394.8,13.15,530.6,6117.37,0.3434,1.199,11454602-4
