TCE ID,TIC ID,Sector Run,Planet Number,ExoMiner Score,ExoMiner Unc. Score,DV mini-report URL,Orbital Period [day],Transit Duration [hour],Transit Epoch [BTJD],Transit Depth [ppm],Planet Radius [Earth Radii],MES,Transit Model SNR,Number of transits observed,Gaia RUWE
400103802-1-S40,400103802,40,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021176033103-s0040-s0040-0000000400103802-00503_dvm.pdf),4.251,2.856,2391.828,13847.454,11.066,42.23,53.107,6.0,1.02
278988097-1-S1-65,278988097,1-65,1,0.992,0.002,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000278988097-00734_dvm.pdf),11.542,2.88,1411.638,429.462,1.966,11.271,11.191,51.0,0.905
307956397-1-S49,307956397,49,1,0.992,0.004,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022057231053-s0049-s0049-0000000307956397-00585_dvm.pdf),4.152,2.3280000000000003,2640.512,9504.668,7.618,12.048,21.157,5.0,1.127
141768070-1-S30,141768070,30,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020267090513-s0030-s0030-0000000141768070-00394_dvm.pdf),2.786,1.8719999999999999,2118.534,11635.952,12.03,30.742,37.68,8.0,1.076
219253008-1-S30,219253008,30,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020267090513-s0030-s0030-0000000219253008-00394_dvm.pdf),5.066,6.312,2119.724,3672.308,6.123,28.837,36.881,4.0,1.051
163262555-1-S1-65,163262555,1-65,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000163262555-00728_dvm.pdf),1.368,1.7759999999999998,3015.537,10960.471,11.504,28.835,42.035,38.0,1.107
394346745-1-S1-36,394346745,1-36,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0036-0000000394346745-00464_dvm.pdf),3.402,3.2880000000000003,2038.955,14150.202,14.708,41.254,64.726,13.0,1.015
237922465-1-S1-36,237922465,1-36,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0036-0000000237922465-00464_dvm.pdf),8.275,3.912,2062.905,7308.65,11.956,36.912,46.426,10.0,0.97
229605891-1-S49,229605891,49,1,0.992,0.004,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022057231053-s0049-s0049-0000000229605891-00585_dvm.pdf),2.038,2.088,2638.141,20627.28,11.612,22.073,41.44,8.0,1.03
178709444-1-S1-36,178709444,1-36,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0036-0000000178709444-00471_dvm.pdf),3.472,1.416,1572.679,30431.067,8.001,35.516,41.345,12.0,1.029
339961200-1-S1-36,339961200,1-36,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0036-0000000339961200-00471_dvm.pdf),3.213,0.6000000000000001,1382.865,514.148,2.024,12.514,16.315,91.0,1.04
153937417-1-S40,153937417,40,1,0.992,0.004,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021176033103-s0040-s0040-0000000153937417-00503_dvm.pdf),4.16,2.4240000000000004,2392.184,18486.955,9.549,22.739,26.057,6.0,1.131
219852584-1-S23,219852584,23,1,0.992,0.005,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020079142120-s0023-s0023-0000000219852584-00326_dvm.pdf),3.197,3.7199999999999998,1928.74,8284.292,15.193,52.635,94.257,7.0,0.954
349410350-1-S66,349410350,66,1,0.992,0.004,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023153040035-s0066-s0066-0000000349410350-00749_dvm.pdf),3.024,2.3040000000000003,3097.908,24110.553,12.195,26.886,33.97,6.0,0.958
300710077-2-S1-65,300710077,1-65,2,0.992,0.004,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000300710077-00734_dvm.pdf),8.043,2.088,1329.98,891.637,1.318,13.056,14.036,75.0,1.286
141527579-1-S1-39,141527579,1-39,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0039-0000000141527579-00493_dvm.pdf),15.087,2.112,1328.944,1933.79,2.102,21.028,22.285,36.0,1.221
19025965-1-S42-46,19025965,42-46,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021233042500-s0042-s0046-0000000019025965-00550_dvm.pdf),5.944,2.208,2503.882,2936.82,4.389,19.645,20.838,11.0,1.052
420177051-1-S40,420177051,40,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021176033103-s0040-s0040-0000000420177051-00503_dvm.pdf),4.049,3.192,2394.241,11389.617,14.022,22.377,37.242,6.0,0.867
271806353-1-S33,271806353,33,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020353052510-s0033-s0033-0000000271806353-00430_dvm.pdf),3.44,3.5279999999999996,2204.64,12384.785,14.093,22.659,33.365,6.0,1.241
339961200-1-S1-65,339961200,1-65,1,0.992,0.004,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000339961200-00734_dvm.pdf),3.213,0.5760000000000001,1382.866,535.888,2.195,14.109,19.821,123.0,1.04
314865962-1-S1-39,314865962,1-39,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0039-0000000314865962-00493_dvm.pdf),22.464,5.328,1335.932,610.8,2.493,15.342,17.524,13.0,1.066
237922465-1-S1-39,237922465,1-39,1,0.992,0.004,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0039-0000000237922465-00493_dvm.pdf),8.275,3.936,2062.905,7303.152,11.952,41.029,50.003,12.0,0.97
391949880-1-S1-39,391949880,1-39,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0039-0000000391949880-00493_dvm.pdf),4.94,2.208,1328.131,438.526,2.457,26.615,30.605,44.0,0.918
441763252-1-S49,441763252,49,1,0.992,0.004,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022057231053-s0049-s0049-0000000441763252-00585_dvm.pdf),2.771,2.3520000000000003,2637.97,21844.917,11.686,22.752,41.27,6.0,1.049
104208182-1-S14-60,104208182,14-60,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000104208182-00692_dvm.pdf),3.699,1.536,1792.657,3061.824,4.382,9.839,12.451,19.0,1.051
400432230-1-S14-55,400432230,14-55,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000400432230-00652_dvm.pdf),3.183,2.4000000000000004,2390.917,9680.149,15.3,97.057,105.531,37.0,0.86
219015370-1-S14-41,219015370,14-41,1,0.992,0.005,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0041-0000000219015370-00512_dvm.pdf),3.915,3.0,2393.007,3286.402,10.175,31.324,48.273,13.0,0.935
160039081-1-S14-26,160039081,14-26,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0026-0000000160039081-00353_dvm.pdf),30.2,4.68,1752.925,496.032,2.698,19.901,20.118,4.0,0.941
272785423-1-S14-50,272785423,14-50,1,0.992,0.004,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000272785423-00611_dvm.pdf),3.24,2.88,2421.35,17389.526,13.055,68.301,98.671,34.0,0.982
307956397-1-S58,307956397,58,1,0.992,0.004,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022302194443-s0058-s0058-0000000307956397-00672_dvm.pdf),4.15,2.472,2885.417,9062.048,7.535,17.551,21.046,5.0,1.127
287080092-1-S14-41,287080092,14-41,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0041-0000000287080092-00512_dvm.pdf),37.468,7.464,1733.637,445.924,2.753,24.652,26.53,10.0,0.968
428679607-1-S14-26,428679607,14-26,1,0.992,0.004,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0026-0000000428679607-00353_dvm.pdf),2.68,1.92,1816.946,455.686,2.315,18.226,20.02,37.0,0.905
147951030-1-S14-60,147951030,14-60,1,0.992,0.002,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000147951030-00692_dvm.pdf),8.813,2.52,1691.778,711.552,2.358,12.78,14.499,20.0,0.952
193754373-1-S14-60,193754373,14-60,1,0.992,0.006,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000193754373-00692_dvm.pdf),3.954,4.295999999999999,2422.645,7423.998,15.115,78.47,84.878,20.0,0.909
229650439-1-S14-41,229650439,14-41,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0041-0000000229650439-00512_dvm.pdf),5.14,0.8160000000000001,1683.627,896.531,2.446,19.447,21.877,65.0,0.841
280031353-1-S14-55,280031353,14-55,1,0.992,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000280031353-00652_dvm.pdf),15.443,3.84,1720.366,4897.643,5.891,41.11,45.004,21.0,1.026
158002130-1-S59,158002130,59,1,0.992,0.004,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022330181042-s0059-s0059-0000000158002130-00688_dvm.pdf),9.685,2.7840000000000003,2911.582,1513.692,2.788,12.569,17.283,3.0,1.101
158241252-1-S14-55,158241252,14-55,1,0.992,0.001,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000158241252-00652_dvm.pdf),1.85,2.2560000000000002,2011.881,209.047,1.487,13.645,15.894,42.0,0.993
318022259-1-S14-50,318022259,14-50,1,0.992,0.002,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000318022259-00611_dvm.pdf),6.226,2.16,1844.373,1635.221,2.391,15.33,16.45,7.0,1.06
314865962-1-S1-3,314865962,1-3,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0003-0000000314865962-00129_dvm.pdf),22.45,5.664,1335.972,756.967,2.957,11.735,12.393,4.0,1.066
21279791-1-S14-55,21279791,14-55,1,0.992,0.007,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000021279791-00652_dvm.pdf),3.018,3.048,2391.98,9654.856,9.147,57.544,67.88,29.0,
198241702-1-S14-19,198241702,14-19,1,0.992,0.002,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0019-0000000198241702-00280_dvm.pdf),4.253,2.568,1686.609,761.451,2.36,15.675,16.259,29.0,0.793
287080092-1-S14-60,287080092,14-60,1,0.992,0.002,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000287080092-00692_dvm.pdf),37.469,7.5120000000000005,1733.635,451.806,2.803,33.03,36.011,18.0,0.968
229455001-1-S14-55,229455001,14-55,1,0.992,0.002,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000229455001-00652_dvm.pdf),22.342,2.712,1701.931,504.039,2.65,21.828,21.509,19.0,1.057
356867115-1-S14-60,356867115,14-60,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000356867115-00692_dvm.pdf),6.096,2.3520000000000003,1686.099,1142.489,2.586,32.207,36.632,95.0,0.983
468832904-1-S14-60,468832904,14-60,1,0.992,0.006,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000468832904-00692_dvm.pdf),1.401,2.184,2391.614,21518.397,15.995,81.146,102.198,65.0,1.066
39516274-1-S14-55,39516274,14-55,1,0.992,0.002,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000039516274-00652_dvm.pdf),5.655,1.7759999999999998,1985.159,356.814,1.587,7.837,9.221,14.0,1.011
35009898-1-S9,35009898,9,1,0.992,0.002,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019059170935-s0009-s0009-0000000035009898-00403_dvm.pdf),1.527,1.2000000000000002,1543.436,2889.18,1.908,12.837,14.392,14.0,1.145
229586455-1-S14-55,229586455,14-55,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000229586455-00652_dvm.pdf),2.2,1.7519999999999998,1955.809,1331.646,2.552,22.339,24.697,146.0,1.225
278683844-1-S9,278683844,9,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019059170935-s0009-s0009-0000000278683844-00403_dvm.pdf),5.542,2.7840000000000003,1543.715,628.708,2.177,9.419,9.796,4.0,0.894
297457992-1-S65,297457992,65,1,0.992,0.004,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023124053436-s0065-s0065-0000000297457992-00727_dvm.pdf),2.832,2.928,3068.822,15376.243,19.179,23.975,38.59,10.0,0.898
232982558-1-S14-60,232982558,14-60,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000232982558-00692_dvm.pdf),27.644,5.5440000000000005,1703.477,579.565,3.995,24.763,25.321,22.0,1.211
233068569-1-S14-55,233068569,14-55,1,0.992,0.002,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000233068569-00652_dvm.pdf),8.379,2.952,1963.391,2777.998,4.843,27.936,30.609,34.0,1.082
219508169-2-S14-55,219508169,14-55,2,0.992,0.002,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000219508169-00652_dvm.pdf),6.816,2.856,1957.621,1423.366,3.241,13.38,15.88,13.0,0.903
232632239-1-S14-55,232632239,14-55,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000232632239-00652_dvm.pdf),3.532,2.04,2582.751,2448.538,3.515,13.52,16.168,55.0,1.046
272785423-1-S55,272785423,55,1,0.992,0.004,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022217141447-s0055-s0055-0000000272785423-00651_dvm.pdf),3.24,2.832,2797.191,17460.315,12.852,26.724,33.191,7.0,0.982
369960846-1-S67,369960846,67,1,0.992,0.005,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023182031434-s0067-s0067-0000000369960846-00756_dvm.pdf),1.606,1.968,3127.049,15227.438,12.362,19.993,30.363,14.0,1.009
274367763-1-S65,274367763,65,1,0.992,0.004,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023124053436-s0065-s0065-0000000274367763-00727_dvm.pdf),3.879,3.816,3072.494,11635.742,13.782,28.253,44.299,6.0,0.839
232982558-1-S14-55,232982558,14-55,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000232982558-00652_dvm.pdf),27.644,5.688,1703.477,575.986,4.299,23.234,23.324,19.0,1.211
308073360-1-S14-50,308073360,14-50,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000308073360-00611_dvm.pdf),11.889,5.04,2530.16,6988.575,10.932,49.477,55.603,5.0,1.053
230377505-1-S14-60,230377505,14-60,1,0.992,0.002,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000230377505-00692_dvm.pdf),4.516,2.976,1685.472,403.607,2.226,21.361,23.565,136.0,0.955
233068569-1-S14-26,233068569,14-26,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0026-0000000233068569-00353_dvm.pdf),8.384,3.0,1963.379,2937.587,4.98,12.326,12.657,6.0,1.082
462615350-1-S14-50,462615350,14-50,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000462615350-00611_dvm.pdf),8.917,2.592,1740.429,2193.3,2.818,14.388,14.769,24.0,1.129
459969957-1-S14-41,459969957,14-41,1,0.992,0.007,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0041-0000000459969957-00512_dvm.pdf),19.32,4.32,1693.042,13059.598,9.146,122.939,144.141,16.0,0.996
350743714-1-S1-6,350743714,1-6,1,0.992,0.002,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019114105919-s0001-s0006-0000000350743714-00196_dvm.pdf),7.758,3.4079999999999995,1388.296,4404.641,13.57,141.079,136.138,10.0,1.067
229650439-2-S14-55,229650439,14-55,2,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000229650439-00652_dvm.pdf),9.428,1.488,1689.915,780.315,2.297,18.024,20.365,50.0,0.841
147950620-1-S14,147950620,14,1,0.992,0.015,,2.311,1.584,1684.924,6362.209,8.8,65.719,73.741,10.0,1.089
302381397-1-S14-50,302381397,14-50,1,0.992,0.004,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000302381397-00611_dvm.pdf),2.728,2.472,2391.421,10109.309,13.152,42.536,61.175,18.0,1.047
420268415-1-S53,420268415,53,1,0.992,0.005,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022164114449-s0053-s0053-0000000420268415-00640_dvm.pdf),1.759,3.5039999999999996,2744.744,10364.434,20.743,33.265,72.613,14.0,0.957
417931607-1-S14-23,417931607,14-23,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0023-0000000417931607-00328_dvm.pdf),16.538,2.952,1694.312,647.757,2.658,16.188,17.72,6.0,1.079
229650439-1-S14-23,229650439,14-23,1,0.992,0.004,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0023-0000000229650439-00328_dvm.pdf),5.14,0.8400000000000001,1683.628,865.718,2.458,15.438,17.035,40.0,0.841
272785423-1-S60,272785423,60,1,0.992,0.004,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022357093041-s0060-s0060-0000000272785423-00690_dvm.pdf),3.24,2.856,2939.75,16623.03,12.54,22.68,34.554,7.0,0.982
274215536-1-S60,274215536,60,1,0.992,0.004,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022357093041-s0060-s0060-0000000274215536-00690_dvm.pdf),1.334,1.272,2937.39,2325.774,4.24,15.581,24.015,13.0,0.94
237086564-1-S57,237086564,57,1,0.992,0.002,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022273202044-s0057-s0057-0000000237086564-00666_dvm.pdf),1.872,1.6800000000000002,2853.833,1201.734,2.868,10.073,13.952,15.0,0.895
229671380-1-S57,229671380,57,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022273202044-s0057-s0057-0000000229671380-00666_dvm.pdf),3.938,5.664,2853.487,4024.18,13.533,28.085,47.354,7.0,0.779
198153540-2-S14-23,198153540,14-23,2,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0023-0000000198153540-00328_dvm.pdf),8.022,2.952,1741.6,932.176,2.455,9.398,11.225,8.0,0.973
302202317-1-S57,302202317,57,1,0.992,0.003,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022273202044-s0057-s0057-0000000302202317-00666_dvm.pdf),2.535,2.52,2854.488,12641.586,12.557,25.797,35.73,9.0,1.058
452964680-1-S57,452964680,57,1,0.992,0.004,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022273202044-s0057-s0057-0000000452964680-00666_dvm.pdf),2.239,3.048,2853.517,15461.567,16.17,21.906,37.537,12.0,0.945
220475245-1-S12,220475245,12,1,0.992,0.005,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019141104532-s0012-s0012-0000000220475245-00219_dvm.pdf),3.782,2.3760000000000003,1625.083,19427.601,11.68,42.033,53.511,6.0,1.109
229605891-1-S57,229605891,57,1,0.992,0.005,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022273202044-s0057-s0057-0000000229605891-00666_dvm.pdf),2.038,2.064,2854.189,19902.429,11.419,44.451,69.034,13.0,1.03
219852584-1-S60,219852584,60,1,0.992,0.005,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022357093041-s0060-s0060-0000000219852584-00690_dvm.pdf),3.197,3.6719999999999997,2938.956,7948.668,14.747,102.365,102.084,5.0,0.954
329373799-1-S14-60,329373799,14-60,1,0.992,0.006,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000329373799-00692_dvm.pdf),3.655,4.008,2826.233,12549.509,17.773,96.086,102.939,16.0,1.023
